mass_A
t	x	y
1.713733333E0	4.987784033E-1	-1.559994618E0
1.718044444E0	4.999705875E-1	-1.611700548E0
1.722355556E0	5.058550449E-1	-1.657808026E0
1.726666667E0	5.015506739E-1	-1.701763562E0
1.730977778E0	5.028729628E-1	-1.740125800E0
1.735288889E0	4.833837773E-1	-1.798857649E0
1.739600000E0	5.117028106E-1	-1.803059778E0
1.743911111E0	5.001289866E-1	-1.837280736E0
1.748333333E0	5.183180611E-1	-1.859346548E0
1.752644444E0	5.080861395E-1	-1.883544138E0
1.756955556E0	5.198070405E-1	-1.905107187E0
1.761266667E0	5.041320363E-1	-1.925862944E0
1.765577778E0	5.114879282E-1	-1.941957932E0
1.769888889E0	4.880853625E-1	-1.960524514E0
1.774200000E0	5.065182142E-1	-1.970052769E0
1.778511111E0	5.226576538E-1	-1.984022832E0
1.782822222E0	5.329468407E-1	-1.981901712E0
1.787133333E0	5.442945333E-1	-1.992258617E0
1.791444444E0	5.318180030E-1	-2.022180879E0
1.795755556E0	5.377548661E-1	-2.013161963E0
1.800066667E0	5.457316690E-1	-2.016921660E0
1.804377778E0	5.490803597E-1	-2.019508394E0
1.808688889E0	5.502495195E-1	-2.020171434E0
1.813000000E0	5.516031352E-1	-2.019160506E0
1.817311111E0	5.517209216E-1	-2.013313566E0
1.821622222E0	5.511765330E-1	-2.005506022E0
1.825933333E0	5.657416477E-1	-1.990175947E0
1.830244444E0	5.615402791E-1	-1.979312482E0
1.834666667E0	5.519230354E-1	-1.966049583E0
1.838977778E0	5.601178185E-1	-1.941974457E0
1.843288889E0	5.650144239E-1	-1.911719362E0
1.847600000E0	5.636874355E-1	-1.892664380E0
1.851911111E0	5.678429053E-1	-1.859354576E0
1.856222222E0	5.703684754E-1	-1.822695222E0
1.860533333E0	5.620470712E-1	-1.797830387E0
1.864844444E0	5.689714269E-1	-1.756474603E0
1.869155556E0	5.653246320E-1	-1.706815149E0
1.873466667E0	5.625636867E-1	-1.653903905E0
1.877777778E0	5.742846374E-1	-1.598478371E0
1.882088889E0	5.656972363E-1	-1.537183376E0
1.886400000E0	5.665557571E-1	-1.481795038E0
1.890711111E0	5.815335631E-1	-1.406052279E0
1.895022222E0	5.737025168E-1	-1.352727800E0
1.899333333E0	5.647944262E-1	-1.291540813E0
1.903644444E0	5.752513255E-1	-1.221264926E0
1.907955556E0	5.846105443E-1	-1.131718669E0
1.912266667E0	5.988768196E-1	-1.055437077E0
1.916577778E0	5.827887040E-1	-9.865722566E-1
1.921000000E0	5.891314695E-1	-9.074913235E-1
1.925311111E0	5.828332518E-1	-8.042164266E-1
1.929622222E0	5.836001420E-1	-7.392538400E-1
1.933933333E0	5.881675417E-1	-6.847326570E-1
1.938244444E0	6.110519389E-1	-5.853137023E-1
1.942555556E0	5.949591744E-1	-5.571644540E-1
1.946866667E0	1.042949561E0	-5.799501144E-1
1.951177778E0	6.472879817E-1	-6.244176063E-1
1.955488889E0	6.657999732E-1	-5.841757696E-1
1.959800000E0	7.039957741E-1	-5.476389530E-1
1.964111111E0	7.774599811E-1	-5.067266131E-1
1.968422222E0	8.085213318E-1	-4.445929651E-1
1.972733333E0	8.520329450E-1	-3.289291674E-1
1.977044444E0	8.441672073E-1	-2.359373578E-1
1.981355556E0	5.928903502E-1	1.247514772E-1
1.985666667E0	5.995186223E-1	2.232753252E-1
1.989977778E0	5.916545021E-1	2.743137962E-1
1.994288889E0	5.857085377E-1	3.278148161E-1
1.998600000E0	5.967518109E-1	3.742642264E-1
2.002911111E0	6.082201554E-1	4.302960677E-1
2.007222222E0	6.232495588E-1	4.549208989E-1
2.011533333E0	6.565533283E-1	5.010039532E-1
2.015955556E0	6.360565109E-1	5.664986390E-1
2.020266667E0	6.772096651E-1	5.896697025E-1
2.024577778E0	7.591327180E-1	4.491864519E-1
2.028888889E0	7.442108735E-1	5.034942895E-1
2.033200000E0	7.404758684E-1	5.496358728E-1
2.037511111E0	7.324857518E-1	5.977608173E-1
2.041822222E0	6.223284286E-1	8.446792922E-1
